Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
11.94,No Sugar,0.138,Household,176.77,2009,Medium,Tier 2,Supermarket Type2,3900.37
11.07,Low Sugar,0.128,Meat,108.41,1987,High,Tier 2,Supermarket Type1,2305.71
11.16,Low Sugar,0.014,Breads,162.72,2009,Medium,Tier 2,Supermarket Type2,3436.33
15.6,Low Sugar,0.128,Meat,142.9,1987,High,Tier 2,Supermarket Type1,4034.74
17.44,No Sugar,0.094,Others,181.24,1999,Medium,Tier 1,Departmental Store,5235.95
13.64,Low Sugar,0.021,Frozen Foods,135.83,2009,Medium,Tier 2,Supermarket Type2,3446.4
12.55,No Sugar,0.102,Household,140.58,2009,Medium,Tier 2,Supermarket Type2,3297.81
11.65,Low Sugar,0.035,Soft Drinks,153.25,2009,Medium,Tier 2,Supermarket Type2,3353.21
8.19,No Sugar,0.049,Health and Hygiene,137.13,1998,Small,Tier 3,Food Mart,2241.31
13.82,No Sugar,0.104,Household,197.84,1987,High,Tier 2,Supermarket Type1,4757.76
12.51,Low Sugar,0.066,Soft Drinks,173.85,2009,Medium,Tier 2,Supermarket Type2,3969.38
14.08,Low Sugar,0.046,Baking Goods,147.01,2009,Medium,Tier 2,Supermarket Type2,3775.5
11.42,Low Sugar,0.034,Meat,156.9,2009,Medium,Tier 2,Supermarket Type2,3376.55
12.98,No Sugar,0.123,Health and Hygiene,129.04,2009,Medium,Tier 2,Supermarket Type2,3159.82
9.65,Low Sugar,0.06,Dairy,109.18,1998,Small,Tier 3,Food Mart,2001.26
12.56,Low Sugar,0.092,Snack Foods,161.24,2009,Medium,Tier 2,Supermarket Type2,5064.03
11.48,Regular,0.025,Baking Goods,159.46,2009,Medium,Tier 2,Supermarket Type2,3441.95
12.05,Low Sugar,0.041,Dairy,143.47,2009,Medium,Tier 2,Supermarket Type2,3245.23
11.9,No Sugar,0.151,Others,207.46,1987,High,Tier 2,Supermarket Type1,4519.09
14.37,Low Sugar,0.154,Dairy,126.74,2009,Medium,Tier 2,Supermarket Type2,3426.76
14.05,Low Sugar,0.191,Snack Foods,130.02,2009,Medium,Tier 2,Supermarket Type2,3420.56
10.52,Low Sugar,0.079,Canned,181.03,2009,Medium,Tier 2,Supermarket Type2,5086.07
9.29,No Sugar,0.034,Household,127.26,1998,Small,Tier 3,Food Mart,2288.48
9.11,Low Sugar,0.022,Soft Drinks,97.82,1998,Small,Tier 3,Food Mart,1646.53
14.88,Low Sugar,0.026,Canned,139.44,2009,Medium,Tier 2,Supermarket Type2,3801.97
15.47,Low Sugar,0.159,Fruits and Vegetables,180.54,1987,High,Tier 2,Supermarket Type1,4775.21
10.36,Regular,0.021,Meat,137.03,2009,Medium,Tier 2,Supermarket Type2,2729.96
14.83,Low Sugar,0.009,Fruits and Vegetables,161.92,1999,Medium,Tier 1,Departmental Store,4249.83
10.77,No Sugar,0.081,Health and Hygiene,139.28,2009,Medium,Tier 2,Supermarket Type2,2870.0
12.8,Low Sugar,0.085,Breads,139.4,2009,Medium,Tier 2,Supermarket Type2,3518.98
9.16,Low Sugar,0.016,Hard Drinks,97.23,1998,Small,Tier 3,Food Mart,1645.96
13.43,Low Sugar,0.01,Fruits and Vegetables,134.38,2009,Medium,Tier 2,Supermarket Type2,3369.65
13.53,Regular,0.136,Baking Goods,133.19,2009,Medium,Tier 2,Supermarket Type2,3367.73
13.74,Low Sugar,0.027,Canned,142.6,2009,Medium,Tier 2,Supermarket Type2,3609.32
12.72,Regular,0.119,Canned,125.06,2009,Medium,Tier 2,Supermarket Type2,3018.35
11.91,Low Sugar,0.127,Hard Drinks,159.0,2009,Medium,Tier 2,Supermarket Type2,3529.48
17.34,Low Sugar,0.025,Snack Foods,239.31,1999,Medium,Tier 1,Departmental Store,6277.33
11.38,Low Sugar,0.013,Seafood,128.73,2009,Medium,Tier 2,Supermarket Type2,2790.57
10.86,Regular,0.08,Canned,208.49,1998,Small,Tier 3,Food Mart,2078.06
12.89,Low Sugar,0.154,Baking Goods,120.58,2009,Medium,Tier 2,Supermarket Type2,2965.95
10.84,Regular,0.066,Meat,120.6,2009,Medium,Tier 2,Supermarket Type2,2502.33
13.84,Low Sugar,0.054,Baking Goods,149.18,2009,Medium,Tier 2,Supermarket Type2,3764.66
15.32,Low Sugar,0.033,Fruits and Vegetables,166.49,1999,Medium,Tier 1,Departmental Store,6706.11
14.63,Regular,0.112,Fruits and Vegetables,191.61,1987,High,Tier 2,Supermarket Type1,4812.87
15.67,Low Sugar,0.041,Canned,171.66,1987,High,Tier 2,Supermarket Type1,4638.56
14.5,Regular,0.033,Starchy Foods,177.73,1999,Medium,Tier 1,Departmental Store,4498.59
12.66,No Sugar,0.141,Health and Hygiene,146.25,2009,Medium,Tier 2,Supermarket Type2,3439.9
13.7,Regular,0.03,Fruits and Vegetables,147.42,2009,Medium,Tier 2,Supermarket Type2,3697.17
12.53,Low Sugar,0.036,Meat,131.28,2009,Medium,Tier 2,Supermarket Type2,3103.81
11.41,Regular,0.099,Dairy,167.06,2009,Medium,Tier 2,Supermarket Type2,3582.09
13.25,Low Sugar,0.091,Soft Drinks,111.71,2009,Medium,Tier 2,Supermarket Type2,2864.96
12.25,Low Sugar,0.012,Hard Drinks,188.2,1999,Medium,Tier 1,Departmental Store,4205.63
12.65,Low Sugar,0.031,Soft Drinks,143.48,2009,Medium,Tier 2,Supermarket Type2,3379.42
17.21,Low Sugar,0.033,Fruits and Vegetables,199.57,1999,Medium,Tier 1,Departmental Store,5558.43
9.01,Regular,0.099,Fruits and Vegetables,53.86,1998,Small,Tier 3,Food Mart,723.24
8.81,No Sugar,0.026,Others,89.94,1998,Small,Tier 3,Food Mart,1417.64
15.52,No Sugar,0.044,Others,185.24,1987,High,Tier 2,Supermarket Type1,4870.75
14.91,Regular,0.042,Meat,172.32,1999,Medium,Tier 1,Departmental Store,4480.33
11.49,Regular,0.064,Canned,148.49,2009,Medium,Tier 2,Supermarket Type2,3221.39
14.07,Low Sugar,0.1,Breads,138.43,2009,Medium,Tier 2,Supermarket Type2,3598.36
12.54,Low Sugar,0.188,Soft Drinks,113.72,2009,Medium,Tier 2,Supermarket Type2,2746.67
18.54,Low Sugar,0.057,Breads,171.9,1999,Medium,Tier 1,Departmental Store,5292.66
9.21,Regular,0.113,Dairy,80.14,1998,Small,Tier 3,Food Mart,1306.34
15.2,Low Sugar,0.077,Frozen Foods,184.73,1999,Medium,Tier 1,Departmental Store,5994.13
11.51,Regular,0.161,Canned,141.2,2009,Medium,Tier 2,Supermarket Type2,3075.47
12.5,reg,0.071,Canned,144.48,2009,Medium,Tier 2,Supermarket Type2,3366.67
9.35,Low Sugar,0.049,Canned,102.96,1998,Small,Tier 3,Food Mart,1804.36
15.55,Regular,0.081,Snack Foods,207.8,1999,Medium,Tier 1,Departmental Store,5351.11
10.55,Low Sugar,0.096,Snack Foods,190.65,2009,Medium,Tier 2,Supermarket Type2,3869.95
11.4,Low Sugar,0.174,Soft Drinks,165.93,2009,Medium,Tier 2,Supermarket Type2,3556.31
13.2,Low Sugar,0.124,Fruits and Vegetables,159.31,2009,Medium,Tier 2,Supermarket Type2,3828.79
14.35,Low Sugar,0.039,Dairy,179.76,1987,High,Tier 2,Supermarket Type1,4505.87
16.13,Low Sugar,0.071,Breads,205.27,1999,Medium,Tier 1,Departmental Store,5430.32
15.62,reg,0.052,Frozen Foods,183.02,1987,High,Tier 2,Supermarket Type1,4860.93
13.01,Low Sugar,0.089,Meat,135.16,2009,Medium,Tier 2,Supermarket Type2,3290.51
15.0,No Sugar,0.064,Household,188.52,1987,High,Tier 2,Supermarket Type1,4832.14
15.54,No Sugar,0.025,Health and Hygiene,191.21,1999,Medium,Tier 1,Departmental Store,5009.25
11.16,Low Sugar,0.096,Meat,142.9,2009,Medium,Tier 2,Supermarket Type2,3032.16
9.24,No Sugar,0.024,Household,119.52,1998,Small,Tier 3,Food Mart,828.37
7.99,Regular,0.016,Frozen Foods,135.44,1998,Small,Tier 3,Food Mart,2163.22
11.11,Low Sugar,0.034,Snack Foods,153.58,2009,Medium,Tier 2,Supermarket Type2,3238.29
15.36,Low Sugar,0.01,Starchy Foods,181.89,1987,High,Tier 2,Supermarket Type1,4778.74
14.2,Regular,0.007,Canned,166.57,1999,Medium,Tier 1,Departmental Store,4202.12
16.94,Regular,0.039,Canned,191.11,1999,Medium,Tier 1,Departmental Store,5324.71
15.9,Low Sugar,0.016,Meat,182.28,1999,Medium,Tier 1,Departmental Store,4908.0
15.6,No Sugar,0.079,Health and Hygiene,163.51,1999,Medium,Tier 1,Departmental Store,4455.93
15.22,Low Sugar,0.011,Starchy Foods,130.5,2009,Medium,Tier 2,Supermarket Type2,3695.61
15.25,Regular,0.085,Canned,122.62,2009,Medium,Tier 2,Supermarket Type2,3540.01
13.97,Low Sugar,0.142,Soft Drinks,142.2,2009,Medium,Tier 2,Supermarket Type2,3651.46
14.41,Low Sugar,0.141,Snack Foods,169.16,1999,Medium,Tier 1,Departmental Store,4303.23
12.85,Low Sugar,0.112,Snack Foods,154.57,2009,Medium,Tier 2,Supermarket Type2,3651.71
10.71,Low Sugar,0.082,Fruits and Vegetables,114.58,1987,High,Tier 2,Supermarket Type1,2349.74
12.69,Low Sugar,0.031,Breads,109.59,2009,Medium,Tier 2,Supermarket Type2,2696.58
10.74,No Sugar,0.015,Health and Hygiene,101.94,1998,Small,Tier 3,Food Mart,2098.95
9.85,Low Sugar,0.09,Soft Drinks,128.55,1987,High,Tier 2,Supermarket Type1,2442.1
11.93,Low Sugar,0.034,Fruits and Vegetables,198.39,1999,Medium,Tier 1,Departmental Store,4339.96
12.98,Regular,0.032,Canned,140.64,2009,Medium,Tier 2,Supermarket Type2,3395.63
14.25,Low Sugar,0.027,Fruits and Vegetables,148.87,2009,Medium,Tier 2,Supermarket Type2,3851.02
14.66,Low Sugar,0.014,Hard Drinks,168.73,1999,Medium,Tier 1,Departmental Store,4350.25
14.86,Low Sugar,0.031,Canned,190.16,1987,High,Tier 2,Supermarket Type1,4833.74
13.35,Low Sugar,0.076,Baking Goods,117.88,2009,Medium,Tier 2,Supermarket Type2,3015.25
13.5,Low Sugar,0.091,Snack Foods,182.58,1999,Medium,Tier 1,Departmental Store,4372.56
12.64,Low Sugar,0.113,Frozen Foods,149.42,2009,Medium,Tier 2,Supermarket Type2,3498.16
8.06,Low Sugar,0.049,Fruits and Vegetables,129.72,1998,Small,Tier 3,Food Mart,2059.98
11.81,Low Sugar,0.12,Fruits and Vegetables,160.44,2009,Medium,Tier 2,Supermarket Type2,3544.84
13.22,Low Sugar,0.164,Snack Foods,123.76,2009,Medium,Tier 2,Supermarket Type2,3105.09
16.13,No Sugar,0.023,Household,189.18,1999,Medium,Tier 1,Departmental Store,5100.69
13.12,Low Sugar,0.177,Dairy,206.69,1987,High,Tier 2,Supermarket Type1,4779.32
13.29,Low Sugar,0.078,Meat,154.82,2009,Medium,Tier 2,Supermarket Type2,3756.22
17.08,Low Sugar,0.174,Frozen Foods,192.86,1999,Medium,Tier 1,Departmental Store,5391.51
11.11,No Sugar,0.297,Health and Hygiene,185.72,2009,Medium,Tier 2,Supermarket Type2,3896.79
11.79,Low Sugar,0.097,Soft Drinks,156.35,2009,Medium,Tier 2,Supermarket Type2,3449.41
12.14,Low Sugar,0.154,Baking Goods,132.23,2009,Medium,Tier 2,Supermarket Type2,3033.74
10.04,Low Sugar,0.168,Snack Foods,111.63,1998,Small,Tier 3,Food Mart,2139.18
11.3,No Sugar,0.059,Household,105.62,1987,High,Tier 2,Supermarket Type1,2300.56
11.36,Regular,0.061,Frozen Foods,126.82,2009,Medium,Tier 2,Supermarket Type2,2746.91
15.07,Low Sugar,0.035,Soft Drinks,158.7,1999,Medium,Tier 1,Departmental Store,4238.63
13.18,No Sugar,0.053,Household,186.55,1999,Medium,Tier 1,Departmental Store,4380.24
8.02,Low Sugar,0.045,Meat,145.98,1987,High,Tier 2,Supermarket Type1,2385.54
13.59,Regular,0.131,Fruits and Vegetables,223.98,1999,Medium,Tier 1,Departmental Store,5239.41
12.02,Regular,0.063,Snack Foods,120.23,2009,Medium,Tier 2,Supermarket Type2,2762.42
9.36,Low Sugar,0.006,Snack Foods,94.31,1998,Small,Tier 3,Food Mart,1629.55
11.11,Low Sugar,0.103,Dairy,127.5,2009,Medium,Tier 2,Supermarket Type2,2704.5
10.59,No Sugar,0.136,Household,173.42,2009,Medium,Tier 2,Supermarket Type2,3526.79
15.38,Regular,0.05,Canned,150.32,1987,High,Tier 2,Supermarket Type1,4135.8
8.64,Low Sugar,0.116,Fruits and Vegetables,105.07,1998,Small,Tier 3,Food Mart,1687.12
10.37,Low Sugar,0.061,Fruits and Vegetables,110.76,1998,Small,Tier 3,Food Mart,2195.72
11.26,Low Sugar,0.104,Dairy,133.62,2009,Medium,Tier 2,Supermarket Type2,2862.91
12.77,Low Sugar,0.027,Baking Goods,146.96,2009,Medium,Tier 2,Supermarket Type2,3479.11
12.15,Low Sugar,0.013,Canned,141.87,2009,Medium,Tier 2,Supermarket Type2,3233.42
14.38,Low Sugar,0.129,Baking Goods,194.04,1987,High,Tier 2,Supermarket Type1,4805.93
11.82,Low Sugar,0.023,Snack Foods,140.98,2009,Medium,Tier 2,Supermarket Type2,3141.92
12.56,Regular,0.031,Snack Foods,158.58,1999,Medium,Tier 1,Departmental Store,6707.41
12.09,Low Sugar,0.129,Soft Drinks,161.54,2009,Medium,Tier 2,Supermarket Type2,3622.97
9.39,Regular,0.018,Fruits and Vegetables,151.86,2009,Medium,Tier 2,Supermarket Type2,2815.55
10.6,Low Sugar,0.039,Frozen Foods,110.61,1998,Small,Tier 3,Food Mart,2243.02
11.78,Low Sugar,0.023,Canned,171.33,2009,Medium,Tier 2,Supermarket Type2,3753.94
18.92,No Sugar,0.152,Others,228.58,1999,Medium,Tier 1,Departmental Store,6537.68
12.85,reg,0.13,Fruits and Vegetables,132.12,2009,Medium,Tier 2,Supermarket Type2,3191.96
11.15,Low Sugar,0.026,Meat,124.33,2009,Medium,Tier 2,Supermarket Type2,2649.55
11.26,Regular,0.055,Fruits and Vegetables,68.44,1998,Small,Tier 3,Food Mart,1530.97
10.28,No Sugar,0.01,Others,148.37,2009,Medium,Tier 2,Supermarket Type2,2944.23
11.31,Regular,0.067,Meat,208.21,1999,Medium,Tier 1,Departmental Store,4402.55
10.5,Low Sugar,0.031,Snack Foods,99.99,1998,Small,Tier 3,Food Mart,2003.66
9.23,Low Sugar,0.08,Soft Drinks,176.94,2009,Medium,Tier 2,Supermarket Type2,3292.66
14.31,Low Sugar,0.109,Snack Foods,151.43,2009,Medium,Tier 2,Supermarket Type2,3916.78
14.75,Low Sugar,0.104,Dairy,148.76,2009,Medium,Tier 2,Supermarket Type2,3961.79
15.67,Low Sugar,0.077,Baking Goods,191.78,1999,Medium,Tier 1,Departmental Store,5050.45
11.72,Low Sugar,0.023,Dairy,169.4,2009,Medium,Tier 2,Supermarket Type2,3984.14
12.8,Regular,0.075,Fruits and Vegetables,144.69,2009,Medium,Tier 2,Supermarket Type2,3438.07
13.85,No Sugar,0.036,Health and Hygiene,154.78,2009,Medium,Tier 2,Supermarket Type2,3882.62
13.66,Regular,0.108,Frozen Foods,81.08,1987,High,Tier 2,Supermarket Type1,2332.23
14.07,Regular,0.077,Canned,197.49,1987,High,Tier 2,Supermarket Type1,4806.62
13.87,Low Sugar,0.099,Snack Foods,116.18,2009,Medium,Tier 2,Supermarket Type2,3097.16
9.29,No Sugar,0.021,Health and Hygiene,67.99,1998,Small,Tier 3,Food Mart,1076.93
15.13,Low Sugar,0.026,Soft Drinks,128.72,2009,Medium,Tier 2,Supermarket Type2,3638.51
12.91,Regular,0.024,Snack Foods,162.0,2009,Medium,Tier 2,Supermarket Type2,3818.14
15.0,Low Sugar,0.04,Dairy,153.86,1987,High,Tier 2,Supermarket Type1,4122.73
15.69,Low Sugar,0.158,Fruits and Vegetables,137.22,2009,Medium,Tier 2,Supermarket Type2,3938.59
13.99,Regular,0.021,Snack Foods,139.73,2009,Medium,Tier 2,Supermarket Type2,3605.77
11.12,Low Sugar,0.074,Baking Goods,129.51,2009,Medium,Tier 2,Supermarket Type2,2749.33
10.9,Low Sugar,0.048,Soft Drinks,140.8,2009,Medium,Tier 2,Supermarket Type2,2929.21
15.17,Regular,0.033,Snack Foods,200.39,1999,Medium,Tier 1,Departmental Store,5114.66
8.9,Low Sugar,0.074,Baking Goods,102.65,1998,Small,Tier 3,Food Mart,1697.38
9.01,Regular,0.046,Fruits and Vegetables,104.24,1999,Medium,Tier 1,Departmental Store,5623.48
14.12,Low Sugar,0.038,Frozen Foods,144.32,2009,Medium,Tier 2,Supermarket Type2,5007.32
11.4,Low Sugar,0.066,Fruits and Vegetables,183.68,2009,Medium,Tier 2,Supermarket Type2,3919.07
11.01,Regular,0.016,Soft Drinks,136.7,2009,Medium,Tier 2,Supermarket Type2,2870.86
14.99,Low Sugar,0.007,Fruits and Vegetables,132.97,2009,Medium,Tier 2,Supermarket Type2,3692.89
10.59,Low Sugar,0.074,Dairy,122.2,1987,High,Tier 2,Supermarket Type1,2479.34
15.04,Low Sugar,0.049,Snack Foods,196.49,1999,Medium,Tier 1,Departmental Store,5004.0
14.66,Low Sugar,0.036,Meat,159.94,1987,High,Tier 2,Supermarket Type1,4171.93
12.13,Regular,0.039,Baking Goods,107.33,2009,Medium,Tier 2,Supermarket Type2,2521.74
13.1,Low Sugar,0.046,Breakfast,133.97,2009,Medium,Tier 2,Supermarket Type2,3286.68
10.69,Low Sugar,0.027,Baking Goods,132.3,2009,Medium,Tier 2,Supermarket Type2,2707.49
10.33,Low Sugar,0.061,Frozen Foods,164.31,2009,Medium,Tier 2,Supermarket Type2,3280.89
12.2,Low Sugar,0.015,Fruits and Vegetables,154.52,2009,Medium,Tier 2,Supermarket Type2,3503.22
12.5,Regular,0.013,Fruits and Vegetables,166.72,2009,Medium,Tier 2,Supermarket Type2,3820.74
13.48,Low Sugar,0.066,Snack Foods,155.23,2009,Medium,Tier 2,Supermarket Type2,3807.16
9.03,Low Sugar,0.015,Soft Drinks,146.39,2009,Medium,Tier 2,Supermarket Type2,2622.29
9.79,Low Sugar,0.062,Dairy,105.19,1998,Small,Tier 3,Food Mart,1949.2
16.72,No Sugar,0.093,Household,221.09,1999,Medium,Tier 1,Departmental Store,5888.67
11.09,Low Sugar,0.022,Meat,130.95,2009,Medium,Tier 2,Supermarket Type2,2770.43
16.21,Low Sugar,0.149,Dairy,153.28,1999,Medium,Tier 1,Departmental Store,4385.81
14.81,No Sugar,0.164,Others,208.64,1999,Medium,Tier 1,Departmental Store,6740.07
10.63,Low Sugar,0.015,Dairy,130.63,2009,Medium,Tier 2,Supermarket Type2,2660.71
14.52,Regular,0.044,Frozen Foods,186.51,1987,High,Tier 2,Supermarket Type1,4683.72
9.63,No Sugar,0.121,Health and Hygiene,142.24,2009,Medium,Tier 2,Supermarket Type2,2671.29
8.18,No Sugar,0.161,Household,154.41,2009,Medium,Tier 2,Supermarket Type2,2593.66
14.05,No Sugar,0.04,Health and Hygiene,137.43,2009,Medium,Tier 2,Supermarket Type2,3573.44
10.86,Low Sugar,0.041,Meat,154.43,2009,Medium,Tier 2,Supermarket Type2,3198.65
11.99,Low Sugar,0.184,Baking Goods,71.29,1998,Small,Tier 3,Food Mart,1754.44
13.19,Regular,0.064,Snack Foods,150.89,2009,Medium,Tier 2,Supermarket Type2,3652.99
12.21,Low Sugar,0.021,Seafood,107.93,2009,Medium,Tier 2,Supermarket Type2,2552.81
15.41,Low Sugar,0.133,Dairy,166.49,1999,Medium,Tier 1,Departmental Store,4473.54
11.87,Low Sugar,0.058,Frozen Foods,140.58,2009,Medium,Tier 2,Supermarket Type2,4479.13
13.54,Regular,0.025,Meat,149.17,2009,Medium,Tier 2,Supermarket Type2,3268.01
13.93,No Sugar,0.086,Health and Hygiene,186.31,1987,High,Tier 2,Supermarket Type1,4545.15
13.7,No Sugar,0.16,Health and Hygiene,184.37,1999,Medium,Tier 1,Departmental Store,4453.75
15.05,Low Sugar,0.047,Frozen Foods,121.48,2009,Medium,Tier 2,Supermarket Type2,3473.21
13.15,Low Sugar,0.143,Breakfast,123.37,2009,Medium,Tier 2,Supermarket Type2,3919.52
10.71,Low Sugar,0.048,Baking Goods,155.95,2009,Medium,Tier 2,Supermarket Type2,3196.34
10.55,Low Sugar,0.077,Snack Foods,150.88,2009,Medium,Tier 2,Supermarket Type2,3057.49
11.17,Low Sugar,0.076,Snack Foods,132.94,2009,Medium,Tier 2,Supermarket Type2,2830.8
9.85,No Sugar,0.021,Health and Hygiene,171.56,2009,Medium,Tier 2,Supermarket Type2,3322.39
11.79,No Sugar,0.11,Others,106.73,1987,High,Tier 2,Supermarket Type1,2434.25
12.61,Regular,0.042,Snack Foods,132.58,2009,Medium,Tier 2,Supermarket Type2,3147.59
11.61,Regular,0.035,Canned,123.09,2009,Medium,Tier 2,Supermarket Type2,2727.15
11.52,No Sugar,0.058,Household,101.99,1998,Small,Tier 3,Food Mart,2274.97
16.58,Low Sugar,0.052,Frozen Foods,159.67,1987,High,Tier 2,Supermarket Type1,4549.17
14.36,Low Sugar,0.039,Canned,117.03,2009,Medium,Tier 2,Supermarket Type2,3226.24
14.36,Low Sugar,0.107,Fruits and Vegetables,164.93,1999,Medium,Tier 1,Departmental Store,4206.12
12.63,Low Sugar,0.039,Breads,124.77,2009,Medium,Tier 2,Supermarket Type2,2991.53
15.42,Low Sugar,0.028,Dairy,181.59,1987,High,Tier 2,Supermarket Type1,4786.53
13.68,Low Sugar,0.063,Fruits and Vegetables,114.36,2009,Medium,Tier 2,Supermarket Type2,3017.08
9.98,No Sugar,0.024,Household,186.83,2009,Medium,Tier 2,Supermarket Type2,3662.77
10.3,Low Sugar,0.098,Soft Drinks,142.54,2009,Medium,Tier 2,Supermarket Type2,2828.91
12.33,Regular,0.044,Fruits and Vegetables,116.39,2009,Medium,Tier 2,Supermarket Type2,2752.82
13.65,Regular,0.014,Fruits and Vegetables,157.15,2009,Medium,Tier 2,Supermarket Type2,3886.7
9.67,Low Sugar,0.064,Baking Goods,133.88,2009,Medium,Tier 2,Supermarket Type2,2511.14
9.56,No Sugar,0.098,Household,94.4,1998,Small,Tier 3,Food Mart,1677.42
11.68,Regular,0.04,Breads,128.59,2009,Medium,Tier 2,Supermarket Type2,2855.37
11.31,No Sugar,0.099,Health and Hygiene,152.64,2009,Medium,Tier 2,Supermarket Type2,3265.06
13.26,Low Sugar,0.024,Breads,156.17,2009,Medium,Tier 2,Supermarket Type2,3776.76
14.08,reg,0.074,Breads,127.51,2009,Medium,Tier 2,Supermarket Type2,3375.71
12.89,Low Sugar,0.153,Soft Drinks,170.29,2009,Medium,Tier 2,Supermarket Type2,3983.47
13.81,Low Sugar,0.034,Dairy,189.95,1987,High,Tier 2,Supermarket Type1,4593.43
13.22,No Sugar,0.022,Household,124.22,2009,Medium,Tier 2,Supermarket Type2,3115.36
16.69,Regular,0.147,Canned,169.3,1999,Medium,Tier 1,Departmental Store,4238.57
11.25,No Sugar,0.021,Household,144.48,2009,Medium,Tier 2,Supermarket Type2,3084.35
16.35,No Sugar,0.06,Household,153.6,1999,Medium,Tier 1,Departmental Store,4423.44
13.81,No Sugar,0.11,Household,154.16,2009,Medium,Tier 2,Supermarket Type2,3860.14
15.52,Low Sugar,0.085,Snack Foods,191.57,1999,Medium,Tier 1,Departmental Store,5012.4
10.0,Low Sugar,0.023,Starchy Foods,146.58,2009,Medium,Tier 2,Supermarket Type2,2845.23
11.7,Low Sugar,0.032,Canned,156.24,2009,Medium,Tier 2,Supermarket Type2,3425.48
11.74,No Sugar,0.09,Household,159.96,2009,Medium,Tier 2,Supermarket Type2,3512.22
10.57,Low Sugar,0.065,Frozen Foods,116.43,1987,High,Tier 2,Supermarket Type1,2356.2
12.86,Low Sugar,0.107,Snack Foods,176.41,1987,High,Tier 2,Supermarket Type1,4100.72
13.9,Low Sugar,0.035,Fruits and Vegetables,118.48,2009,Medium,Tier 2,Supermarket Type2,3151.8
10.95,Low Sugar,0.061,Soft Drinks,110.82,1987,High,Tier 2,Supermarket Type1,2327.71
9.54,Regular,0.046,Fruits and Vegetables,136.88,2009,Medium,Tier 2,Supermarket Type2,2541.53
9.83,No Sugar,0.105,Health and Hygiene,118.26,1998,Small,Tier 3,Food Mart,2227.41
11.4,Low Sugar,0.048,Baking Goods,143.79,2009,Medium,Tier 2,Supermarket Type2,3103.01
15.38,Regular,0.017,Breakfast,185.92,1987,High,Tier 2,Supermarket Type1,4866.21
13.35,Low Sugar,0.118,Hard Drinks,120.89,2009,Medium,Tier 2,Supermarket Type2,3076.65
11.51,Low Sugar,0.089,Fruits and Vegetables,146.47,2009,Medium,Tier 2,Supermarket Type2,3183.48
13.58,Regular,0.064,Baking Goods,168.84,1987,High,Tier 2,Supermarket Type1,4109.42
11.82,Low Sugar,0.073,Snack Foods,118.41,2009,Medium,Tier 2,Supermarket Type2,2679.27
13.88,Low Sugar,0.098,Fruits and Vegetables,191.35,1987,High,Tier 2,Supermarket Type1,4636.36
10.87,Low Sugar,0.047,Fruits and Vegetables,103.68,1998,Small,Tier 3,Food Mart,2164.29
15.51,No Sugar,0.118,Household,164.9,1999,Medium,Tier 1,Departmental Store,4463.89
7.86,No Sugar,0.036,Health and Hygiene,95.79,1998,Small,Tier 3,Food Mart,1321.0
12.43,Regular,0.021,Meat,152.28,2009,Medium,Tier 2,Supermarket Type2,3510.01
7.22,Low Sugar,0.093,Fruits and Vegetables,123.14,1998,Small,Tier 3,Food Mart,1736.1
12.94,Regular,0.028,Canned,114.81,2009,Medium,Tier 2,Supermarket Type2,2858.69
11.91,Low Sugar,0.045,Dairy,129.12,2009,Medium,Tier 2,Supermarket Type2,2919.63
9.28,No Sugar,0.145,Household,110.31,1998,Small,Tier 3,Food Mart,1938.57
10.92,Low Sugar,0.12,Snack Foods,149.64,2009,Medium,Tier 2,Supermarket Type2,3114.73
12.45,Low Sugar,0.038,Snack Foods,160.71,2009,Medium,Tier 2,Supermarket Type2,3688.14
12.26,Low Sugar,0.057,Fruits and Vegetables,136.75,2009,Medium,Tier 2,Supermarket Type2,3155.15
8.49,Low Sugar,0.042,Fruits and Vegetables,119.53,1998,Small,Tier 3,Food Mart,1950.44
13.3,No Sugar,0.071,Household,207.75,1987,High,Tier 2,Supermarket Type1,4843.04
14.64,Low Sugar,0.052,Fruits and Vegetables,185.13,1998,Small,Tier 3,Food Mart,1495.58
10.57,Low Sugar,0.09,Snack Foods,139.77,2009,Medium,Tier 2,Supermarket Type2,2835.02
15.37,Low Sugar,0.033,Meat,134.74,2009,Medium,Tier 2,Supermarket Type2,3816.49
